-3.05178e-005,0,0,180,0.004,1000,1.0,410.0
-3.05178e-005,-3.05178e-005,0,180,0.000333333,1000,1.01,410.0
-3.05178e-005,0,0,90,-0.001,1000,1.02,410.0
-3.05178e-005,0,0,180,0.00366667,1000,1.03,410.0
0,0,0,45,-0.001,1000,1.04,410.0
-3.05178e-005,0,0,180,-0.001,1000,1.05,410.0
-3.05178e-005,0,0,180,0.00233333,1000,1.06,410.0
-3.05178e-005,0,0,180,0.00533333,1000,1.07,410.0
0,-3.05178e-005,0,180,0.002,1000,1.08,410.0
0,-3.05178e-005,0,0,0.001,1000,1.09,410.0
0,0,0,90,0.001,1000,1.1,410.0
0,-3.05178e-005,0,-90,0.002,1000,1.11,410.0
0,0,0,0,-0.001,1000,1.12,410.0
0,0,0,90,0.002,1000,1.13,410.0
-3.05178e-005,-3.05178e-005,0,-135,0.001,1000,1.14,410.0
0,-3.05178e-005,0,-45,0.000333333,1000,1.15,410.0
0,-3.05178e-005,0,-90,0.001,1000,1.16,410.0
-3.05178e-005,-3.05178e-005,0,-135,-0.000666667,1000,1.17,410.0
0,0,0,90,0.001,1000,1.18,410.0
0,-3.05178e-005,0,0,0.001,1000,1.19,410.0
0,-3.05178e-005,0,-45,-0.004,1000,1.2,410.0
0,-3.05178e-005,0,-90,-0.000666667,1000,1.21,410.0
0,-3.05178e-005,0,-135,0.000333333,1000,1.22,410.0
0,-3.05178e-005,0,-90,-0.000666667,1000,1.23,410.0
0,-3.05178e-005,0,-45,-0.000666667,1000,1.24,410.0
0,0,0,45,-0.001,1000,1.25,410.0
0,0,0,-45,0.000333333,1000,1.26,410.0
-3.05178e-005,-3.05178e-005,0,-90,0.002,1000,1.27,410.0
-3.05178e-005,-3.05178e-005,0,-135,0.002,1000,1.28,410.0
-3.05178e-005,0,0,-135,0.00533333,1000,1.29,410.0
0,0,0,0,0.001,1000,1.3,410.0
0,0,0,90,0.000333333,1000,1.31,410.0
-3.05178e-005,0,0,180,0.00366667,1000,1.32,410.0
0,0,0,90,0.001,1000,1.33,410.0
0,-3.05178e-005,0,-45,-0.001,1000,1.34,410.0
-3.05178e-005,0,0,90,0.000333333,1000,1.35,410.0
0,0,0,45,-0.00266667,1000,1.36,410.0
0,-3.05178e-005,0,-90,-0.001,1000,1.37,410.0
0,0,0,0,0.00366667,1000,1.38,410.0
0,-3.05178e-005,0,0,-0.000666667,1000,1.39,410.0
-3.05178e-005,0,0,135,0.000333333,1000,1.4,410.0
0,0,0,135,0.000333333,1000,1.41,410.0
0,0,0,90,-0.000666667,1000,1.42,410.0
-3.05178e-005,0,0,180,0.00233333,1000,1.43,410.0
0,0,0,45,0.000333333,1000,1.44,410.0
0,-3.05178e-005,0,-135,0.002,1000,1.45,410.0
0,0,0,0,-0.001,1000,1.46,410.0
-3.05178e-005,-3.05178e-005,0,180,0.00233333,1000,1.47,410.0
0,0,0,0,0.000333333,1000,1.48,410.0
0,0,0,0,0.000333333,1000,1.49,410.0
0,0,0,90,-0.001,1000,1.5,410.0
-3.05178e-005,-3.05178e-005,0,-135,0.00366667,1000,1.51,410.0
0,-3.05178e-005,0,-90,-0.001,1000,1.52,410.0
0,0,0,45,0.002,1000,1.53,410.0
0,0,0,0,-0.000666667,1000,1.54,410.0
0,-3.05178e-005,0,-90,0.000333333,1000,1.55,410.0
0,-3.05178e-005,0,-90,0.002,1000,1.56,410.0
-3.05178e-005,0,0,180,0.000333333,1000,1.57,410.0
0,0,0,0,-0.000666667,1000,1.58,410.0
0,0,0,-45,0.00366667,1000,1.59,410.0
0,0,0,45,0.001,1000,1.6,410.0
0,-3.05178e-005,0,-90,0.000333333,1000,1.61,410.0
0,0,0,135,0.002,1000,1.62,410.0
0,-3.05178e-005,0,0,-0.001,1000,1.63,410.0
0,0,0,0,0.000333333,1000,1.64,410.0
0,0,0,45,0.001,1000,1.65,410.0
0,-3.05178e-005,0,-45,0.002,1000,1.66,410.0
